TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR,KENPOM_NETRTG,KENPOM_ORTG,KENPOM_DRTG,KENPOM_ADJT,LUCK,SOS_NETRTG,NCSOS_NETRTG,TRUE_QUALITY_SCORE,KENPOM_RANK,SEED_DIVERGENCE,QMS
Florida,SEC,35,24,119.7,99.3,0.8951,51.5,48.8,15.8,14.5,37.5,28.9,38.6,34.2,51.7,49.0,34.2,32.2,71.6,3.0,R64,7.0,2024,18.19,120.0,101.8,72.0,-0.021,11.0,2.02,18.198400000000003,26.0,0.0,17.0
Florida A&M,SWAC,27,6,91.9,110.5,0.107,47.5,51.8,21.4,16.3,26.3,31.7,28.0,39.2,46.0,51.1,34.1,35.3,68.1,-16.8,,,2024,,,,,,,,-18.59999999999999,283.0,,0.0
Florida Atlantic,Amer,33,25,117.3,103.0,0.817,55.0,49.7,15.8,16.5,33.8,29.2,34.8,27.5,56.0,49.3,35.6,33.6,67.9,1.2,R64,8.0,2024,15.74,117.8,102.1,68.3,-0.015,5.56,6.63,15.746,47.0,4.0,32.0
Florida Gulf Coast,ASun,29,14,102.0,108.0,0.3406,52.1,52.8,17.6,15.8,29.6,28.3,27.2,29.3,50.8,52.0,36.2,35.9,63.8,-13.2,,,2024,-5.63,103.3,109.0,63.9,-0.054,-2.49,4.75,-5.6084,238.0,,0.0
Florida St.,ACC,33,17,110.1,100.7,0.7372,50.3,52.2,16.4,20.7,28.5,32.8,36.8,41.0,51.5,51.6,31.7,35.4,70.9,-3.5,,,2024,10.29,110.9,100.6,71.1,0.013,11.13,2.89,10.2848,79.0,,0.0
Fordham,A10,33,13,100.5,102.0,0.4559,46.7,50.4,18.2,19.7,32.5,27.4,35.1,45.2,46.2,48.9,31.5,35.9,68.8,-12.4,,,2024,-2.41,101.2,103.6,68.8,-0.027,1.7,-5.96,-2.3992,185.0,,0.0
Fort Wayne,Horz,31,21,103.1,104.1,0.4709,53.8,51.5,14.5,22.0,22.8,30.0,31.0,32.6,53.4,52.8,36.3,32.8,70.6,-7.9,,,2024,,,,,,,,-1.0,283.0,,0.0
Fresno St.,MWC,32,12,102.3,107.8,0.3543,51.5,53.1,18.8,15.4,24.4,30.4,30.4,28.0,52.6,51.8,33.2,36.9,65.5,-11.3,,,2024,-5.53,103.5,109.0,65.6,0.002,5.22,-4.05,-5.5308,234.0,,0.0
Furman,SC,30,17,108.5,107.3,0.5328,52.1,52.9,15.9,16.2,29.4,26.6,31.0,28.5,54.3,53.9,33.2,34.1,68.8,-10.2,,,2024,2.37,109.9,107.6,68.9,-0.068,0.78,2.08,2.3972,140.0,,0.0
Gardner Webb,BSth,30,17,102.1,104.6,0.4305,49.1,50.3,16.1,16.0,27.9,26.7,35.9,39.4,47.4,50.0,34.8,34.0,69.4,-10.1,,,2024,-3.59,102.3,105.9,69.5,0.078,0.69,7.03,-3.6212,201.0,,0.0
George Mason,A10,31,20,108.7,100.3,0.7166,52.0,48.0,18.1,16.4,31.7,27.4,36.7,31.8,52.3,45.0,34.3,34.8,63.8,-4.6,,,2024,8.09,109.5,101.5,63.8,-0.033,2.26,-3.27,8.1032,97.0,,0.0
George Washington,A10,31,15,106.1,109.4,0.4133,51.5,49.8,17.1,13.9,25.9,29.2,34.2,22.8,49.9,48.3,35.8,34.7,70.0,-10.0,,,2024,-3.41,107.3,110.7,69.8,-0.011,0.18,-10.51,-3.4056,200.0,,0.0
Georgetown,BE,32,9,109.4,110.6,0.4663,48.6,55.7,17.9,16.4,33.4,30.7,33.9,33.6,46.3,57.4,34.6,35.3,66.6,-10.4,,,2024,-2.5,110.6,113.1,66.7,-0.021,9.93,-7.21,-2.4916,189.0,,0.0
Georgia,SEC,33,17,109.6,99.3,0.7581,49.8,49.8,16.1,16.3,27.5,30.8,38.4,30.2,49.3,49.7,33.6,33.2,68.4,-3.7,,,2024,9.82,109.4,99.6,69.0,0.034,10.47,0.42,9.8064,84.0,,0.0
Georgia Southern,SB,33,9,104.3,112.7,0.2908,50.8,52.0,18.8,17.3,28.8,33.9,28.9,43.1,49.3,51.4,35.2,35.5,68.8,-17.8,,,2024,-8.63,104.8,113.4,69.0,-0.048,-1.08,-0.88,-8.610800000000001,277.0,,0.0
Georgia St.,SB,29,14,103.9,109.3,0.3577,48.5,49.3,13.8,14.2,27.2,30.5,28.6,35.9,48.6,51.2,32.2,30.8,67.9,-11.6,,,2024,-4.31,105.7,110.0,68.0,-0.019,-1.05,0.23,-4.3024,215.0,,0.0
Georgia Tech,ACC,32,14,107.9,103.8,0.6095,48.7,49.2,17.7,12.8,31.6,28.5,29.2,31.6,48.6,49.5,32.6,32.6,67.4,-5.7,,,2024,4.45,109.4,105.0,67.6,0.072,11.25,4.66,4.4212,122.0,,0.0
Gonzaga,WCC,31,25,121.3,98.6,0.9151,56.7,47.3,14.0,16.5,33.3,27.2,31.5,25.8,58.3,45.1,35.5,34.0,69.1,2.5,S16,5.0,2024,23.17,122.6,99.4,68.9,-0.051,5.21,7.7,23.1904,12.0,-2.0,50.0
Grambling St.,SWAC,31,20,97.7,106.0,0.2805,48.2,49.1,20.5,19.0,28.1,32.7,39.6,33.9,47.0,48.4,34.1,33.7,64.9,-8.0,R64,16.0,2024,-7.09,100.1,107.2,64.8,0.139,-4.42,15.0,-7.1456,256.0,0.0,13.0
Grand Canyon,WAC,32,29,111.1,99.8,0.7733,52.0,45.9,17.8,19.9,34.6,29.6,45.3,34.8,52.3,44.4,34.4,32.6,68.0,1.3,R32,12.0,2024,14.84,112.9,98.1,68.5,0.023,0.17,-1.67,14.8308,52.0,1.0,40.0
Green Bay,Horz,30,18,101.7,109.0,0.3105,52.4,49.4,18.6,14.0,27.3,28.4,29.4,34.2,53.7,51.6,34.0,30.2,63.5,-9.1,,,2024,-5.1,104.0,109.0,63.7,0.07,-3.05,1.99,-5.127999999999999,227.0,,0.0
Hampton,CAA,30,9,95.4,111.2,0.1462,46.7,51.6,17.9,15.0,27.9,31.9,29.4,29.9,46.9,52.1,30.9,33.9,69.7,-20.0,,,2024,,,,,,,,-15.799999999999995,283.0,,0.0
Harvard,Ivy,26,14,101.0,104.9,0.3932,50.2,50.1,17.8,16.0,26.5,31.3,35.7,25.8,49.9,49.5,33.8,33.9,67.5,-7.5,,,2024,-4.95,102.0,106.9,67.5,0.075,-0.53,-2.08,-4.98,225.0,,0.0
Hawaii,BW,32,20,104.0,105.0,0.4727,52.6,48.5,18.6,15.7,25.8,25.3,39.0,33.6,53.8,49.3,34.0,30.8,65.9,-9.2,,,2024,-0.59,104.8,105.3,66.2,-0.008,-3.21,-5.31,-0.5868,164.0,,0.0
High Point,BSth,31,25,114.1,109.5,0.6162,52.3,50.2,16.2,14.1,37.1,25.5,44.4,38.2,53.6,49.6,33.7,34.4,68.5,-4.2,,,2024,5.33,115.8,110.5,68.8,-0.043,-3.91,-4.51,5.3472,113.0,,0.0
Hofstra,CAA,32,20,107.9,102.0,0.657,55.4,49.0,15.7,17.7,22.9,29.7,22.3,29.0,55.5,46.9,36.8,34.6,65.6,-6.4,,,2024,5.35,108.5,103.1,65.8,-0.038,-0.32,5.43,5.3652,112.0,,0.0
Holy Cross,Pat,32,10,99.2,120.7,0.0948,50.1,53.6,16.5,12.8,23.2,28.1,25.9,30.6,48.7,50.7,35.0,38.7,65.7,-19.3,,,2024,,,,,,,,-21.5,283.0,,0.0
Houston,B12,34,30,119.2,85.5,0.9785,49.7,44.0,13.7,24.7,36.9,30.2,29.9,39.0,48.4,43.4,34.7,30.0,63.3,10.6,S16,1.0,2024,31.17,118.9,87.7,63.5,0.042,11.57,-1.02,31.1532,2.0,0.0,24.0
Houston Christian,Slnd,27,6,96.5,119.3,0.0806,46.9,54.0,21.0,13.6,29.7,33.7,36.8,28.6,47.9,55.5,29.5,34.0,71.5,-17.1,,,2024,,,,,,,,-22.799999999999997,283.0,,0.0
Howard,MEAC,32,18,104.5,112.9,0.2913,52.0,50.9,21.4,16.7,33.4,30.7,42.2,39.1,49.2,50.8,37.5,34.0,67.7,-12.1,R68,16.0,2024,-8.38,105.6,113.9,67.8,0.011,-7.02,-0.13,-8.384400000000001,272.0,0.0,14.0
IUPUI,Horz,29,6,92.1,116.9,0.0607,46.5,58.2,21.3,18.5,30.0,35.5,33.2,33.4,49.5,59.0,24.7,38.0,67.3,-21.6,,,2024,,,,,,,,-24.80000000000001,283.0,,0.0
Idaho,BSky,30,11,98.4,110.6,0.2066,50.2,53.5,17.5,16.6,22.7,28.6,26.7,37.2,50.2,53.4,33.5,35.8,64.8,-16.6,,,2024,,,,,,,,-12.199999999999989,283.0,,0.0
Idaho St.,BSky,32,14,102.5,109.0,0.3292,51.1,54.5,16.7,18.2,30.3,26.8,33.5,32.6,52.6,54.7,32.2,36.0,63.8,-15.3,,,2024,-7.07,103.4,110.5,64.1,-0.054,-3.78,-1.14,-7.0484,255.0,,0.0
Illinois,B10,34,26,125.3,101.1,0.9221,53.8,48.0,15.1,12.3,36.2,26.1,37.8,27.1,54.7,46.6,34.9,34.3,69.9,6.0,E8,3.0,2024,24.53,125.5,101.0,69.8,-0.004,11.92,-2.33,24.5316,10.0,0.0,12.0
Illinois Chicago,MVC,32,12,100.4,101.7,0.4622,50.6,48.9,17.7,17.4,22.9,28.4,26.0,35.9,48.4,49.2,36.0,32.2,68.1,-13.3,,,2024,-2.76,100.9,103.6,68.3,-0.064,2.55,-3.02,-2.7344,193.0,,0.0
Illinois St.,MVC,31,15,101.8,104.5,0.4249,47.7,50.9,17.1,16.4,28.9,26.0,36.1,27.2,50.4,52.3,28.8,32.5,63.7,-10.0,,,2024,-1.86,102.7,104.6,63.8,0.021,1.13,-4.0,-1.8684,176.0,,0.0
Incarnate Word,Slnd,29,8,95.2,114.5,0.1071,48.2,51.8,21.7,15.1,30.0,30.0,37.1,40.7,48.3,50.2,32.0,36.7,69.9,-19.3,,,2024,,,,,,,,-19.299999999999997,283.0,,0.0
Indiana,B10,33,19,109.8,99.5,0.7549,52.1,49.0,17.5,14.9,26.9,29.7,37.7,31.6,53.4,47.4,32.4,34.3,68.4,0.06,,,2024,8.74,109.8,101.1,68.5,0.138,11.77,-0.89,8.684800000000001,91.0,,0.0
Indiana St.,MVC,33,28,117.5,101.3,0.8464,59.9,49.0,16.5,15.5,23.4,23.1,32.5,25.5,62.0,48.7,38.4,33.0,70.5,1.9,,,2024,16.69,119.9,103.2,70.9,0.032,3.07,-4.4,16.677200000000003,38.0,,0.0
Iona,MAAC,33,16,102.3,107.7,0.3566,50.0,52.8,14.9,22.2,28.3,30.8,28.5,37.5,48.2,54.1,35.3,34.0,66.9,-12.5,,,2024,-4.86,103.5,108.4,67.1,-0.045,-5.11,-0.52,-4.8420000000000005,223.0,,0.0
Iowa,B10,32,18,119.1,103.9,0.828,52.7,52.1,13.1,16.6,27.6,30.5,33.0,33.1,53.0,51.0,34.7,36.1,71.6,-0.36,,,2024,14.15,119.6,105.4,71.8,-0.021,11.88,-1.15,14.1584,57.0,,0.0
Iowa St.,B12,34,27,113.6,86.5,0.9583,51.9,47.1,15.7,25.7,31.6,29.4,36.1,35.2,51.7,46.9,34.9,31.5,67.6,6.9,S16,2.0,2024,26.47,113.9,87.5,67.2,0.002,10.43,-7.05,26.469199999999997,7.0,0.0,66.0
Jackson St.,SWAC,32,15,99.5,111.7,0.2095,47.0,52.6,19.0,19.0,34.9,32.0,34.7,34.5,46.2,52.4,32.5,35.2,68.7,-11.6,,,2024,,,,,,,,-12.200000000000005,283.0,,0.0
Jacksonville,ASun,30,16,98.4,109.2,0.2333,48.7,52.3,19.2,17.4,34.6,30.7,36.3,40.4,47.7,51.5,33.8,35.7,65.7,-11.9,,,2024,-8.28,101.1,109.3,65.6,0.043,-3.86,0.17,-8.2972,270.0,,0.0
Jacksonville St.,CUSA,29,14,101.1,104.9,0.3972,48.2,50.5,20.3,18.2,33.8,25.3,37.2,34.9,48.3,49.4,32.2,34.9,64.6,-13.0,,,2024,-2.94,102.0,105.0,64.8,-0.109,-1.95,-2.65,-2.8964,197.0,,0.0
James Madison,SB,33,31,112.0,100.4,0.778,54.4,46.7,14.7,19.8,32.0,27.6,34.2,35.1,54.2,48.8,36.5,28.6,69.8,1.5,R32,12.0,2024,12.42,113.0,100.6,69.7,0.093,-3.41,-6.82,12.3828,63.0,4.0,40.0
Kansas,B12,31,22,113.5,92.7,0.9111,53.4,47.6,16.4,16.8,25.3,26.4,32.8,28.5,54.8,45.3,33.3,33.8,68.9,4.3,R32,4.0,2024,17.94,113.5,95.6,69.2,0.058,13.61,5.2,17.916800000000002,27.0,3.0,28.0
Kansas St.,B12,33,19,107.8,95.7,0.7978,50.0,46.5,21.3,15.9,32.5,30.5,38.9,32.6,51.5,46.7,32.0,30.7,67.2,0.36,,,2024,11.52,108.3,96.8,67.7,0.028,11.49,0.06,11.5088,70.0,,0.0
Kennesaw St.,ASun,28,15,103.6,112.8,0.2718,51.5,53.1,16.0,17.6,30.0,30.5,35.4,43.2,53.0,51.3,32.9,37.2,74.0,-12.5,,,2024,-7.57,105.3,112.9,74.1,0.019,-4.23,-0.49,-7.5776,262.0,,0.0
Kent St.,MAC,32,17,105.0,105.8,0.4763,50.7,51.3,17.2,18.5,31.0,28.7,31.9,34.9,48.5,52.6,36.0,33.0,66.6,-11.5,,,2024,-0.81,106.1,107.0,66.6,-0.083,-2.12,3.45,-0.7768,168.0,,0.0
Kentucky,SEC,32,23,123.0,102.2,0.8934,57.4,49.5,14.2,16.0,28.9,30.2,30.4,33.4,54.7,49.8,41.2,32.6,72.5,2.9,R64,3.0,2024,19.29,122.2,102.9,72.7,-0.04,8.94,-0.17,19.305999999999997,23.0,3.0,24.0
LIU Brooklyn,NEC,29,7,92.8,111.2,0.1117,46.4,50.8,20.1,15.8,25.5,28.5,31.5,41.1,46.3,53.0,31.0,31.1,70.3,-18.3,,,2024,,,,,,,,-18.40000000000001,283.0,,0.0
LSU,SEC,32,17,110.4,100.3,0.7503,52.2,49.5,18.6,18.3,30.7,31.2,38.9,33.5,51.7,49.2,35.3,33.2,69.7,-3.1,,,2024,8.26,110.5,102.2,69.9,-0.019,8.85,-1.46,8.2676,95.0,,0.0
La Salle,A10,32,16,105.6,106.6,0.4721,49.2,50.7,14.2,15.4,27.0,30.8,24.8,33.3,47.6,49.3,34.5,35.8,66.6,-9.6,,,2024,-2.74,106.1,108.8,66.7,0.045,1.15,-7.42,-2.758,192.0,,0.0
Lafayette,Pat,31,11,93.1,106.5,0.1758,46.9,48.5,17.5,17.4,24.2,29.1,23.9,31.5,47.0,46.6,31.2,34.3,65.2,-16.9,,,2024,,,,,,,,-13.400000000000006,283.0,,0.0
Lamar,Slnd,31,19,102.1,108.1,0.3407,50.9,49.2,18.0,19.3,33.1,31.9,33.2,39.2,50.2,48.8,34.8,33.3,68.3,-9.8,,,2024,-3.97,104.3,108.3,68.3,-0.03,-7.84,-3.27,-3.958,207.0,,0.0
Le Moyne,NEC,29,15,98.6,110.4,0.2143,50.1,50.6,16.6,17.8,23.1,29.9,25.3,27.8,49.2,51.0,34.1,33.4,67.4,-13.7,,,2024,,,,,,,,-11.800000000000011,283.0,,0.0
Lehigh,Pat,30,14,98.6,106.7,0.2877,49.5,51.7,16.9,17.9,22.0,23.5,33.0,29.6,50.2,50.7,32.2,35.6,70.0,-13.4,,,2024,-7.43,99.5,106.9,70.1,-0.073,-6.16,7.42,-7.400799999999999,260.0,,0.0
Liberty,CUSA,29,18,107.9,106.1,0.5481,54.3,50.8,16.2,17.0,24.5,25.5,26.7,30.3,55.0,51.9,35.7,32.3,64.4,-8.2,,,2024,2.73,109.2,106.5,64.7,-0.052,0.05,3.12,2.7508,135.0,,0.0
Lindenwood,OVC,28,9,91.3,113.5,0.0755,43.3,53.9,17.9,17.7,23.6,28.7,38.3,40.2,43.2,52.5,29.0,37.6,67.4,-18.1,,,2024,,,,,,,,-22.200000000000003,283.0,,0.0
Lipscomb,ASun,30,20,109.2,113.8,0.3836,56.2,53.5,14.2,16.1,23.2,29.3,27.5,22.8,55.7,52.8,38.1,36.5,69.2,-7.2,,,2024,-0.39,112.0,112.4,69.1,0.01,-3.96,2.21,-0.394,163.0,,0.0
Little Rock,OVC,33,21,105.7,106.7,0.4725,52.5,48.0,17.3,17.9,32.1,30.3,33.5,35.2,53.1,48.0,34.1,32.0,68.8,-9.6,,,2024,-2.62,106.7,109.3,68.9,-0.014,-8.87,-6.29,-2.6144000000000003,191.0,,0.0
Long Beach St.,BW,33,21,105.4,108.0,0.4313,48.9,51.2,17.1,18.5,33.3,29.6,38.1,32.6,49.7,50.0,31.3,35.1,71.4,-8.0,R64,15.0,2024,-0.25,107.3,107.5,71.5,0.053,-0.3,1.29,-0.2712,162.0,1.0,5.0
Longwood,BSth,31,21,104.0,104.8,0.4768,49.4,51.3,18.0,19.6,36.7,25.5,39.5,36.1,48.6,50.9,34.2,34.6,66.8,-8.6,R64,16.0,2024,0.35,105.5,105.2,66.9,-0.005,-3.4,-6.8,0.352,158.0,0.0,6.0
Louisiana Lafayette,SB,31,19,104.9,102.6,0.5647,50.7,49.9,16.8,20.6,30.8,32.9,28.6,40.1,51.7,53.7,32.6,27.9,68.5,-8.5,,,2024,,,,,,,,2.3000000000000114,283.0,,0.0
Louisiana Monroe,SB,28,11,99.9,110.2,0.2447,44.8,52.6,18.2,17.2,34.1,29.0,38.4,37.6,45.6,51.7,28.5,35.8,67.0,-13.3,,,2024,,,,,,,,-10.299999999999995,283.0,,0.0
Louisiana Tech,CUSA,29,22,107.7,99.0,0.7237,50.6,45.6,18.8,17.6,33.8,28.0,42.0,32.0,49.0,43.0,35.7,33.5,65.6,-4.3,,,2024,8.33,108.8,100.5,65.8,-0.072,-0.24,3.95,8.3588,94.0,,0.0
Louisville,ACC,32,8,104.2,106.9,0.427,48.4,54.6,18.1,16.2,28.1,27.5,38.8,33.8,49.4,53.8,30.6,37.2,69.5,-12.5,,,2024,-2.31,105.9,108.2,69.9,-0.036,9.33,-4.31,-2.2956,182.0,,0.0
Loyola Chicago,A10,31,23,104.8,95.5,0.7447,51.8,46.2,18.6,17.8,27.1,25.1,33.6,36.2,51.1,43.4,35.2,34.2,68.6,-1.5,,,2024,8.38,105.5,97.1,68.7,0.056,3.03,-3.5,8.357600000000001,93.0,,0.0
Loyola MD,Pat,31,7,93.5,112.1,0.1109,47.2,53.3,20.4,15.6,29.2,26.4,30.0,32.6,46.1,53.3,32.7,35.6,65.7,-20.8,,,2024,,,,,,,,-18.59999999999999,283.0,,0.0
Loyola Marymount,WCC,30,12,107.9,109.5,0.4573,51.6,50.4,16.3,12.4,29.4,27.1,28.8,28.3,49.2,49.8,36.8,34.3,64.8,-11.8,,,2024,-2.37,108.4,110.7,64.7,-0.112,-0.08,-1.87,-2.3252,184.0,,0.0
Maine,AE,31,15,95.5,101.7,0.3251,47.8,49.9,16.7,19.2,23.0,27.8,30.0,32.1,49.3,50.6,29.7,32.3,65.5,-12.0,,,2024,-5.23,97.3,102.5,65.5,0.003,-2.74,-1.33,-5.2312,228.0,,0.0
Manhattan,MAAC,29,7,94.9,111.7,0.1322,47.2,53.1,19.2,16.9,24.8,30.1,22.1,27.3,47.4,52.2,31.3,36.7,68.3,-18.3,,,2024,,,,,,,,-16.799999999999997,283.0,,0.0
Marist,MAAC,31,18,96.3,100.2,0.3862,50.8,47.1,18.4,20.4,23.1,26.8,29.8,35.0,49.3,46.8,35.6,31.8,64.5,-10.0,,,2024,-4.15,97.0,101.1,64.8,0.001,-6.98,-7.76,-4.1504,212.0,,0.0
Marquette,BE,34,25,118.9,94.6,0.9328,55.1,49.7,14.3,21.1,26.0,30.8,25.6,28.2,56.0,49.2,35.8,33.6,69.1,6.5,S16,2.0,2024,23.02,118.2,95.2,69.1,0.035,13.6,8.21,23.006,13.0,2.0,52.0
Marshall,SB,32,13,100.0,106.1,0.3363,46.8,51.4,16.5,16.2,29.8,27.9,28.8,29.9,47.1,49.8,31.0,36.2,70.5,-13.9,,,2024,-5.55,101.4,106.9,70.5,-0.013,-0.24,1.92,-5.5447999999999995,235.0,,0.0
Maryland,B10,33,16,105.7,94.3,0.7891,46.7,46.7,17.5,18.8,31.7,29.1,40.8,33.5,48.8,45.7,28.9,32.8,65.4,-4.1,,,2024,12.51,107.3,94.7,65.5,-0.093,9.81,-4.94,12.5472,62.0,,0.0
Maryland Eastern Shore,MEAC,25,9,88.9,108.9,0.0878,43.0,50.9,20.0,18.9,28.8,33.7,32.7,37.8,43.3,51.7,28.3,33.0,67.1,-16.4,,,2024,,,,,,,,-20.0,283.0,,0.0
Massachusetts,A10,31,20,110.9,102.1,0.7214,50.6,48.5,16.0,18.9,36.5,30.1,35.8,38.6,52.6,47.5,31.3,33.5,68.3,-4.6,,,2024,8.58,111.8,103.2,68.3,-0.063,0.59,-5.4,8.6052,92.0,,0.0
McNeese St.,Slnd,29,30,111.3,101.0,0.7524,54.9,47.8,14.2,23.0,32.1,30.4,40.6,33.9,52.8,46.3,39.4,33.0,65.3,0.7,R64,12.0,2024,11.8,113.4,101.5,65.9,0.032,-6.38,4.47,11.7872,67.0,4.0,37.0
Memphis,Amer,32,22,111.5,102.6,0.7236,52.8,50.0,18.0,19.1,33.4,33.6,36.3,29.6,52.9,49.3,35.0,34.0,71.6,-1.0,,,2024,10.59,113.2,102.6,71.6,0.036,5.0,5.32,10.5756,76.0,,0.0
Mercer,SC,30,16,103.4,107.5,0.3911,50.1,51.2,16.6,17.9,30.6,31.1,27.6,38.9,48.8,51.2,35.4,34.2,65.9,-11.5,,,2024,-3.94,104.4,108.4,66.2,0.035,-0.68,-2.4,-3.954,206.0,,0.0
Merrimack,NEC,31,21,95.4,99.8,0.3721,49.8,46.2,19.0,23.2,22.3,34.6,34.3,32.5,52.2,46.1,31.1,30.9,67.2,-7.7,,,2024,-4.03,96.8,100.9,67.4,0.018,-8.67,3.91,-4.0372,209.0,,0.0
Miami FL,ACC,32,15,109.9,101.1,0.7241,52.7,51.0,17.2,16.6,28.7,28.5,24.6,22.3,51.6,52.0,36.1,33.3,68.7,-5.3,,,2024,8.17,111.2,103.0,68.6,-0.059,9.83,-2.64,8.1936,96.0,,0.0
Miami OH,MAC,30,15,98.8,105.1,0.3276,51.0,49.3,17.2,18.0,22.0,30.7,30.4,31.9,48.7,50.5,36.2,31.5,67.3,-12.4,,,2024,-6.98,99.8,106.7,67.5,-0.016,-3.2,0.78,-6.9736,253.0,,0.0
Michigan,B10,32,8,110.0,104.4,0.6464,51.1,52.5,18.6,13.7,30.7,30.4,32.0,30.5,49.5,51.7,35.9,36.1,67.4,-9.2,,,2024,3.9,110.6,106.7,67.5,-0.083,14.0,7.59,3.9332,127.0,,0.0
Michigan St.,B10,33,19,112.7,93.3,0.8983,51.5,48.0,14.7,18.7,29.9,28.7,29.9,32.6,50.5,47.1,35.9,32.8,65.3,0.21,R32,9.0,2024,20.58,114.3,93.7,65.3,-0.1,13.03,4.62,20.619999999999997,16.0,-5.0,60.0
Middle Tennessee,CUSA,31,14,97.9,105.5,0.2971,46.0,49.5,20.6,15.8,28.2,30.4,34.9,29.6,45.6,49.0,31.1,33.8,65.3,-13.2,,,2024,-8.82,98.1,106.9,65.6,0.072,0.41,0.31,-8.8488,279.0,,0.0
Milwaukee,Horz,33,20,105.7,112.3,0.3348,51.0,50.6,17.9,15.5,36.0,32.6,34.0,32.8,52.7,50.2,32.2,34.2,69.8,-9.9,,,2024,-4.6,108.0,112.6,70.2,0.067,-3.24,1.23,-4.626799999999999,219.0,,0.0
Minnesota,B10,32,18,114.0,102.9,0.7651,54.3,50.1,17.6,15.9,30.8,29.1,35.6,29.9,54.7,48.3,35.8,36.3,66.6,-2.5,,,2024,10.39,113.6,103.2,66.6,-0.017,8.35,-12.77,10.3968,78.0,,0.0
Mississippi,SEC,32,20,113.6,102.8,0.7591,51.2,50.2,15.7,18.1,30.1,36.2,35.1,32.3,49.2,50.0,36.6,33.8,66.8,-0.39,,,2024,9.36,113.9,104.5,66.9,0.095,8.78,-1.54,9.322,86.0,,0.0
Mississippi St.,SEC,34,21,112.6,94.9,0.8772,51.7,47.7,18.7,18.2,35.4,27.6,37.9,32.4,53.4,50.2,32.5,29.4,67.2,0.8,R64,8.0,2024,17.07,113.0,95.9,67.1,-0.037,11.36,0.68,17.0848,34.0,1.0,50.0
Mississippi Valley St.,SWAC,31,1,85.4,116.2,0.0283,42.5,55.6,24.0,17.2,27.9,35.7,33.0,41.6,41.9,55.6,29.2,37.0,64.5,-22.7,,,2024,,,,,,,,-30.799999999999997,283.0,,0.0
Missouri,SEC,32,8,108.0,104.8,0.5862,50.2,51.4,16.8,18.7,26.8,35.8,31.7,42.5,51.8,51.2,31.9,34.4,66.6,-11.3,,,2024,1.79,108.4,106.6,66.7,-0.137,9.94,-1.29,1.8448,144.0,,0.0
Missouri St.,MVC,33,17,103.8,101.9,0.5507,49.7,48.0,17.3,13.1,29.1,24.7,31.5,24.9,51.2,47.0,31.4,33.0,67.8,-7.9,,,2024,1.61,104.5,102.9,67.9,0.022,2.36,-3.32,1.6012000000000002,148.0,,0.0
Monmouth,CAA,33,18,104.7,107.7,0.4201,49.4,50.0,15.3,17.8,30.5,32.2,29.2,33.3,47.8,49.3,34.8,34.0,67.7,-8.4,,,2024,-2.82,105.7,108.6,67.9,0.058,-1.59,1.67,-2.8432,195.0,,0.0
Montana,BSky,31,23,110.9,109.7,0.5306,54.6,51.1,14.6,14.2,25.2,25.8,29.5,35.0,55.1,50.3,35.8,35.2,66.1,-5.8,,,2024,-0.17,110.6,110.8,66.3,0.076,-3.65,1.7,-0.2004,160.0,,0.0
Montana St.,BSky,31,17,102.9,105.8,0.4193,53.9,52.3,16.8,18.6,20.7,28.6,30.7,37.0,53.4,54.1,36.4,32.6,68.5,-12.6,R68,16.0,2024,-4.65,103.5,108.2,69.0,-0.009,-3.58,0.08,-4.646400000000001,220.0,0.0,11.0
Morehead St.,OVC,30,26,106.7,103.4,0.5889,54.4,45.7,18.5,15.5,32.0,26.4,31.3,32.7,55.6,45.4,35.3,31.1,64.3,-3.4,R64,14.0,2024,5.15,109.1,104.0,64.3,0.043,-5.27,7.73,5.1328000000000005,115.0,2.0,22.0
Morgan St.,MEAC,28,11,96.5,113.6,0.1334,47.4,52.0,20.2,18.2,29.5,37.2,31.3,41.4,49.3,51.6,28.2,35.3,70.6,-15.4,,,2024,,,,,,,,-17.099999999999994,283.0,,0.0
Mount St. Mary's,MAAC,32,13,102.0,106.8,0.3709,53.2,49.3,20.7,18.0,30.2,27.9,26.7,30.3,53.3,48.0,35.2,34.6,68.9,-14.8,,,2024,-6.25,102.5,108.7,69.2,-0.118,-6.42,-5.44,-6.2028,246.0,,0.0
Murray St.,MVC,31,12,107.0,105.6,0.5394,50.0,54.5,14.4,17.9,26.5,25.5,29.6,27.7,51.3,53.8,31.6,37.0,64.4,-12.3,,,2024,0.52,107.4,106.9,64.5,-0.113,3.01,-0.21,0.5652,157.0,,0.0
NJIT,AE,27,7,97.4,113.1,0.1515,44.6,52.4,16.4,16.6,28.3,32.9,31.2,39.7,44.7,52.3,29.6,35.0,66.4,-16.7,,,2024,,,,,,,,-15.699999999999989,283.0,,0.0
Navy,Pat,30,13,95.7,111.2,0.1507,44.0,50.3,15.6,20.5,31.8,30.8,34.8,35.7,43.8,50.9,29.6,32.9,65.4,-15.3,,,2024,,,,,,,,-15.5,283.0,,0.0
